t.name,t.uri
friesland,http://www.geonames.org/2755812
frobisher Bay,http://www.geonames.org/5958389
frozen compost soil,http://purl.obolibrary.org/obo/ENVO_00005765
frugivore,http://www.owl-ontologies.com/unnamed.owl#Frugivore
gakkel Ridge,http://www.wikidata.org/entity/Q603523
ganongga Island,http://www.geonames.org/2104070
garfield County,http://www.geonames.org/5795265
gavriloski Island,http://eol.org/schema/terms/GavriloskiIsland
gediz River,http://www.geonames.org/314714
genital opening,http://eol.org/schema/terms/genitalOpening
georgia Coastal Waters,http://eol.org/schema/terms/georgiaCoastWater
geothermal field,http://purl.obolibrary.org/obo/ENVO_00000373
geothermal power plant,http://purl.obolibrary.org/obo/ENVO_00002215
germencik,http://www.geonames.org/8632402
gimpu,http://www.geonames.org/1644065
gitgit,http://eol.org/schema/terms/Gitgit
goat manure,http://purl.obolibrary.org/obo/ENVO_02000084
gökdere,http://www.geonames.org/314255
goksu River,http://www.geonames.org/314184
gölcük Lake,http://www.geonames.org/314122
gold mine drainage,http://purl.obolibrary.org/obo/ENVO_00002112
goodenough Island,http://www.geonames.org/2096769
"gorelyi Island, Russia",http://eol.org/schema/terms/GorelyiIslandRussia
grain of acid dune sand,http://purl.obolibrary.org/obo/ENVO_00000346
grain of beach sand,http://purl.obolibrary.org/obo/ENVO_00000345
grain of desert sand,http://purl.obolibrary.org/obo/ENVO_00000344
grain of rocky sand,http://purl.obolibrary.org/obo/ENVO_00000348
grain of sea sand,http://purl.obolibrary.org/obo/ENVO_00000347
graminoid,http://eol.org/schema/terms/graminoid
grant County,http://www.geonames.org/5796034
grass silage,http://purl.obolibrary.org/obo/ENVO_00003071
gravid adult,http://purl.obolibrary.org/obo/BTO_0004733
grays Harbor County,http://www.geonames.org/5796126
great Basin  big sagebrush,http://eol.org/schema/terms/Great_Basin_big_sagebrush
great Basin Aspen with conifer (high elevation),http://eol.org/schema/terms/Great_Basin_Forested/Aspen_with_conifer_--high_elevation--
great Basin Aspen with conifer (high elevations),http://eol.org/schema/terms/Great_Basin_aspen_with_conifer_--high_elevations--
great Basin Aspen with conifer (low to midelevation),http://eol.org/schema/terms/Great_Basin_Forested/Aspen_with_conifer_--low_to_midelevation--
great Basin Aspen with conifer (low to midelevations),http://eol.org/schema/terms/Great_Basin_aspen_with_conifer_--low_to_midelevations--
great Basin Aspen with spruce-fir,http://eol.org/schema/terms/Great_Basin_aspen_with_spruce_fir
"great Basin Aspen, stable without conifers",http://eol.org/schema/terms/Great_Basin_aspen_stable_without_conifers
great Basin Black and low sagebrushes,http://eol.org/schema/terms/Great_Basin_black_and_low_sagebrushes
great Basin Black and low sagebrushes with trees,http://eol.org/schema/terms/Great_Basin_black_and_low_sagebrushes_with_trees
great Basin Blackbrush,http://eol.org/schema/terms/Great_Basin_blackbrush
great Basin Creosotebush (and Joshua tree) shrublands with grasses,http://eol.org/schema/terms/Great_Basin_Shrubland/Creosotebush_--and_Joshua_tree--_shrublands_with_grasses
great Basin Creosotebush shrublands with grasses,http://eol.org/schema/terms/Great_Basin_creosotebush_shrublands_with_grasses
great Basin Curlleaf mountain-mahogany,http://eol.org/schema/terms/Great_Basin_curlleaf_mountain_mahogany
great Basin Douglas-fir (dry),http://eol.org/schema/terms/Douglas_fir_--dry--
great Basin Douglas-fir (dry),http://eol.org/schema/terms/Great_Basin_Forested/Great_Basin_Douglas-fir_--dry--
great Basin Forested,http://eol.org/schema/terms/Great_Basin_Forested
great Basin Gambel oak,http://eol.org/schema/terms/Great_Basin_gambel_oak
great Basin grassland,http://eol.org/schema/terms/Great_Basin_grassland
great Basin Interior ponderosa pine,http://eol.org/schema/terms/Great_Basin_Forested/Interior_ponderosa_pine
great Basin Juniper and pinyon-juniper steppe woodland,http://eol.org/schema/terms/Great_Basin_juniper_and_pinyon_juniper_steppe_woodland
great Basin Montane chaparral,http://eol.org/schema/terms/Great_Basin_montane_chaparral
great Basin Mountain big sagebrush,http://eol.org/schema/terms/Great_Basin_mountain_big_sagebrush
great Basin Mountain big sagebrush (cool sagebrush),http://eol.org/schema/terms/Great_Basin_mountain_big_sagebrush_--cool_sagebrush--
great Basin Mountain big sagebrush with conifers,http://eol.org/schema/terms/Great_Basin_mountain_big_sagebrush_with_conifers
great Basin Mountain meadow (mesic to dry),http://eol.org/schema/terms/Great_Basin_mountain_meadow_--mesic_to_dry--
great Basin Mountain sagebrush (cool sage),http://eol.org/schema/terms/Great_Basin_Shrubland/Mountain_sagebrush_--cool_sage--
great Basin Mountain shrubland with trees,http://eol.org/schema/terms/Great_Basin_mountain_shrubland_with_trees
great Basin Ponderosa pine,http://eol.org/schema/terms/Great_Basin_ponderosa_pine
great Basin Ponderosa pine-Douglas-fir,http://eol.org/schema/terms/Great_Basin_ponderosa_pine_Douglas_fir
great Basin Salt desert scrubland,http://eol.org/schema/terms/Great_Basin_salt_desert_scrubland
great Basin Salt desert shrub,http://eol.org/schema/terms/Great_Basin_salt_desert_shrub
great Basin Shrubland,http://eol.org/schema/terms/Great_Basin_Shrubland
great Basin Spruce-fir-pine (subalpine),http://eol.org/schema/terms/Great_Basin_spruce_fir_pine_--subalpine--
great Basin Stable aspen without conifers,http://eol.org/schema/terms/Great_Basin_Forested/Stable_aspen_without_conifers
"great Basin Stable aspen-cottonwood, no conifers",http://eol.org/schema/terms/Great_Basin_Forested/Stable_aspen-cottonwood_no_conifers
great Basin Woodland,http://eol.org/schema/terms/Great_Basin_Woodland
great Basin Wyoming sagebrush steppe,http://eol.org/schema/terms/Great_Basin_Shrubland/Wyoming_sagebrush_steppe
great Lakes Conifer lowland (embedded in fire-prone ecosystem),http://eol.org/schema/terms/Great_Lakes_conifer_lowland_--embedded_in_fire_prone_ecosystem--
great Lakes Conifer lowland (embedded in fire-prone system),http://eol.org/schema/terms/Great_Lakes_Forested/Conifer_lowland_--embedded_in_fire-prone_system--
great Lakes Conifer lowland (embedded in fire-resistant ecosystem),http://eol.org/schema/terms/Great_Lakes_conifer_lowland_--embedded_in_fire_resistant_ecosystem--
great Lakes Eastern white pine-eastern hemlock,http://eol.org/schema/terms/Great_Lakes_eastern_white_pine_eastern_hemlock
great Lakes floodplain forest,http://eol.org/schema/terms/Great_Lakes_floodplain_forest
great Lakes Forested,http://eol.org/schema/terms/Great_Lakes_Forested
great Lakes Grassland,http://eol.org/schema/terms/Great_Lakes_Grassland
great Lakes Jack pine-open lands (frequent fire-return interval),http://eol.org/schema/terms/Great_Lakes_jack_pine_open_lands_--frequent_fire_return_interval--
great Lakes Maple-basswood,http://eol.org/schema/terms/Great_Lakes_maple_basswood
great Lakes Maple-basswood mesic hardwood forest (Great Lakes),http://eol.org/schema/terms/Great_Lakes_maple_basswood_mesic_hardwood_forest
great Lakes Maple-basswood-oak-aspen,http://eol.org/schema/terms/Great_Lakes_maple_basswood_oak_aspen
great Lakes Mosaic of bluestem prairie and oak-hickory,http://eol.org/schema/terms/Great_Lakes_mosaic_of_bluestem_prairie_and_oak_hickory
great Lakes Northern hardwood maple-beech-eastern hemlock,http://eol.org/schema/terms/Great_Lakes_northern_hardwood_maple_beech_eastern_hemlock
great Lakes Northern hardwood-eastern hemlock forest (Great Lakes),http://eol.org/schema/terms/Great_Lakes_northern_hardwood_eastern_hemlock_forest
great Lakes Northern oak savanna,http://eol.org/schema/terms/Great_Lakes_northern_oak_savanna
great Lakes Oak-hickory,http://eol.org/schema/terms/Great_Lakes_oak_hickory
great Lakes pine barrens,http://eol.org/schema/terms/Great_Lakes_pine_barrens
great Lakes Pine-oak,http://eol.org/schema/terms/Great_Lakes_pine_oak
great Lakes Red pine-eastern white pine (frequent fire),http://eol.org/schema/terms/Great_Lakes_red_pine_eastern_white_pine_--frequent_fire--
great Lakes Red pine-eastern white pine (less frequent fire),http://eol.org/schema/terms/Great_Lakes_red_pine_eastern_white_pine_--less_frequent_fire--
great Lakes spruce-fir,http://eol.org/schema/terms/Great_Lakes_spruce_fir
great Lakes Woodland,http://eol.org/schema/terms/Great_Lakes_Woodland
great Nicobar,http://www.geonames.org/1270834
great Plains floodplain,http://eol.org/schema/terms/Great_Plains_floodplain
great Pond,http://www.geonames.org/4938250
greenland,http://www.wikidata.org/entity/Q223
greenland Sea,http://www.wikidata.org/entity/Q132868
greenland Shelf,http://eol.org/schema/terms/GreenlandShelf
gronne Ejland,http://www.geonames.org/3423633
ground moraine,http://purl.obolibrary.org/obo/ENVO_00000251
guadalcanal,http://www.geonames.org/2108832
guiana Shield,http://www.wikidata.org/entity/Q208807
gulf coast wet pine savanna,http://eol.org/schema/terms/Gulf_coast_wet_pine_savanna
gulf Coastal Plain pine flatwoods,http://eol.org/schema/terms/Gulf_Coastal_Plain_pine_flatwoods
gulf of Chiriqui,http://www.wikidata.org/entity/Q5617574
gulf of Oman,http://www.geonames.org/145945
gulf of Panama,http://www.geonames.org/3703438
gulf of Riga,http://www.geonames.org/453746
gumnivore,http://eol.org/schema/terms/Gumnivore
gunung Pueh,http://www.geonames.org/8453992
gydan Peninsula,http://www.wikidata.org/entity/Q601056
gypsisol,http://purl.obolibrary.org/obo/ENVO_00002245
hadalpelagic zone,http://purl.obolibrary.org/obo/ENVO_00000214
"hafnaberg, Iceland",http://www.geonames.org/3416721
hainan,http://www.geonames.org/1809054
"hall Island, Alaska",http://www.wikidata.org/entity/Q1571312
halmahera Island,http://www.geonames.org/1643476
halselva,http://eol.org/schema/terms/Halselva
harşit River,http://www.geonames.org/748007
hay,http://purl.obolibrary.org/obo/ENVO_00002869
hazar Lake,http://www.geonames.org/312265
heat stressed soil,http://purl.obolibrary.org/obo/ENVO_00005781
heavy,http://purl.obolibrary.org/obo/PATO_0000582
"henshaw Creek, Alaska",http://www.geonames.org/5863931
herbivore,http://purl.bioontology.org/ontology/MESH/D060434
hermaphrodite,http://purl.obolibrary.org/obo/PATO_0001340
heterotrophic,http://eol.org/schema/terms/heterotrophy
hidalgo,http://www.geonames.org/3527115
high tide zone,http://purl.obolibrary.org/obo/ENVO_00000318
high-level radioactive sediment,http://purl.obolibrary.org/obo/ENVO_00002155
highly stratified estuary,http://purl.obolibrary.org/obo/ENVO_00000225
hindustan,http://www.geonames.org/1114958
"hjelmsøy, Norway",http://www.geonames.org/779593
hobson's Bay,http://www.geonames.org/2163343
holarctic,http://www.wikidata.org/entity/Q847051
homonhon,http://www.geonames.org/1711541
honshu,http://www.geonames.org/1862185
hooker Island,http://www.wikidata.org/entity/Q1238610
"hope Bay, Canada",http://www.geonames.org/5976796
"hopedale, Canada",http://www.wikidata.org/entity/Q11338369
"hornøy, Norway",http://www.geonames.org/779545
hornsund,http://www.wikidata.org/entity/Q1442928
horseshoe Lake,http://www.geonames.org/4274163
horst,http://purl.obolibrary.org/obo/ENVO_00000289
hotamis Lake,http://www.geonames.org/10912818
houtman Abrolhos,http://www.geonames.org/2069568
ht. Ikelemba,http://eol.org/schema/terms/Ht_Ikelemba
hudson Bay,http://www.wikidata.org/entity/Q3040
humboldt Bay,http://eol.org/schema/terms/Humboldt_Bay
humus-rich acidic ash soil,http://purl.obolibrary.org/obo/ENVO_00005763
"hurd Island, Nunavut, Canada",http://www.wikidata.org/entity/Q22651097
"hvallatur, Iceland",http://www.geonames.org/3415839
"hwangju, North Korea",http://www.geonames.org/1888496
hydrogenous sediment,http://purl.obolibrary.org/obo/ENVO_01000110
hydrographic feature,http://purl.obolibrary.org/obo/ENVO_00000012
hydromorphic/phreatic dambo,http://purl.obolibrary.org/obo/ENVO_00000237
hyperthermophilic sediment,http://purl.obolibrary.org/obo/ENVO_01000133
ice cap depression,http://purl.obolibrary.org/obo/ENVO_00000531
ice cap dome,http://purl.obolibrary.org/obo/ENVO_00000342
ice cap ridge,http://purl.obolibrary.org/obo/ENVO_00000528
ice mass,http://purl.obolibrary.org/obo/ENVO_00000299
ice piedmont,http://purl.obolibrary.org/obo/ENVO_00009725
ice rise,http://purl.obolibrary.org/obo/ENVO_00009686
icefall,http://purl.obolibrary.org/obo/ENVO_00000307
iceland,http://www.wikidata.org/entity/Q189
idaho fescue grasslands,http://eol.org/schema/terms/Idaho_fescue_grasslands
igloolik Island,http://www.geonames.org/5979346
"igushik River, Alaska",http://www.wikidata.org/entity/Q3148353
ile Europa and Bassas da India xeric scrub,http://eol.org/schema/terms/Ile_Europa_and_Bassas_da_India_xeric_scrub
ilgın Lakes,http://www.geonames.org/319134
immature and ovigerous,http://eol.org/schema/terms/immatureAndOvigerous
"inari-Utsjoki region, Finland",http://eol.org/schema/terms/Inari-UtsjokiRegion
indeterminate root nodule,http://purl.obolibrary.org/obo/ENVO_01000168
indeterminate root nodule active meristem,http://purl.obolibrary.org/obo/ENVO_01000169
indeterminate root nodule infection zone,http://purl.obolibrary.org/obo/ENVO_01000170
indeterminate root nodule nitrogen fixation zone,http://purl.obolibrary.org/obo/ENVO_01000171
indeterminate root nodule senescent zone,http://purl.obolibrary.org/obo/ENVO_01000172
indian EEz,http://marineregions.org/gazetteer.php?p=details&id=8480
indian River Lagoon,http://www.geonames.org/4159661
indo-Australia,http://eol.org/schema/terms/IndoAustral
industrial waste,http://purl.obolibrary.org/obo/ENVO_00002267
infant,http://www.ebi.ac.uk/efo/EFO_0001355
inorganically contaminated sediment,http://purl.obolibrary.org/obo/ENVO_00002203
insequent stream,http://purl.obolibrary.org/obo/ENVO_00000494
interior Arizona chaparral,http://eol.org/schema/terms/Interior_Arizona_chaparral
intermediate lava,http://purl.obolibrary.org/obo/ENVO_01000233
intermittent estuary,http://purl.obolibrary.org/obo/ENVO_00000229
intermittent oxbow lake,http://purl.obolibrary.org/obo/ENVO_00000503
intermittent reservoir,http://purl.obolibrary.org/obo/ENVO_00000506
intermittent saline evaporation pond,http://purl.obolibrary.org/obo/ENVO_00000532
interstitial fluid,http://purl.obolibrary.org/obo/ENVO_02000042
intromission,http://eol.org/schema/terms/intromission
inverse estuary,http://purl.obolibrary.org/obo/ENVO_00000228
iriomote Island,http://www.geonames.org/1861484
iron meteorite,http://purl.obolibrary.org/obo/ENVO_00002052
iron-reducing sediment,http://purl.obolibrary.org/obo/ENVO_01000152
iron-reducing zone of petroleum contaminated sediment,http://purl.obolibrary.org/obo/ENVO_00002178
ishigaki Island,http://www.geonames.org/1861417
isikli Lake,http://www.geonames.org/311137
iskenderun Bay,http://www.geonames.org/311110
island arc,http://purl.obolibrary.org/obo/ENVO_00000353
island County,http://www.geonames.org/5798453
isle of Karpathos,http://www.geonames.org/260893
isonura Beach,http://www.geonames.org/1855359
iyidere Stream,http://www.geonames.org/745029
iznik Lake,http://www.geonames.org/745025
james Bay,http://www.geonames.org/5985550
"jameson Island, Nunavut, Canada",http://www.wikidata.org/entity/Q6146128
jefferson County,http://www.geonames.org/5798663
joint-plane cave,http://purl.obolibrary.org/obo/ENVO_00000321
jones Sound,http://www.geonames.org/5987851
jungle soil,http://purl.obolibrary.org/obo/ENVO_00005751
jūrmala,http://www.geonames.org/11352655
juvenile and ovigerous,http://eol.org/schema/terms/juvenileAndOvigerous
kabaena island,http://www.geonames.org/1642299
kabompo-Mwinilunga,http://eol.org/schema/terms/Kabompo-Mwinilunga
kalinzu,http://www.geonames.org/232530
kamarora,http://www.geonames.org/1968599
kame,http://purl.obolibrary.org/obo/ENVO_00000542
kame terrace,http://purl.obolibrary.org/obo/ENVO_00000433
kampala,http://www.geonames.org/232422
kamtchatka,http://www.geonames.org/2125072
kandalaksha,http://www.geonames.org/553190
kandalaksha Skerries,http://www.geonames.org/553186
"kanektok River, Alaska",http://www.wikidata.org/entity/Q3192622
kankau,http://eol.org/schema/terms/Kankau
kara Sea,http://www.wikidata.org/entity/Q33629
karamanli Dam Lake,http://www.geonames.org/309509
karasu Stream,http://www.geonames.org/309325
"karlov Island, Russia",http://eol.org/schema/terms/KarlovIsland
"karrak Lake, Nunavut",http://www.wikidata.org/entity/Q22536468
karst field,http://purl.obolibrary.org/obo/ENVO_00004683
"kasatochi Island, Alaska",http://www.geonames.org/5865872
kastanozem,http://purl.obolibrary.org/obo/ENVO_00002240
katanga,http://www.geonames.org/205703
kattegat,http://www.geonames.org/2960850
kauai Island,http://www.geonames.org/5848511
key Island,http://www.geonames.org/8179471
kharlov Island,http://www.geonames.org/550523
kiewa River Vic,http://eol.org/schema/terms/Kiewa_River_Vic
kilpisjarvi,http://www.geonames.org/652793
king County,http://www.geonames.org/5799783
king Island,http://www.geonames.org/2161357
kirkgöz Stream,http://www.geonames.org/437298
kitsap County,http://www.geonames.org/5799853
kittitas County,http://www.geonames.org/5799889
kızılırmak River,http://www.geonames.org/742986
klickitat County,http://www.geonames.org/5799909
koca Stream,http://www.geonames.org/742888
kodiak Island,http://www.geonames.org/5866573
kolgeuv Island,http://eol.org/schema/terms/KolgeuvIsland
kolonedale,http://www.geonames.org/1639721
komi,http://www.geonames.org/545854
komodo,http://www.geonames.org/1639691
kömür Stream,http://www.geonames.org/10015062
"koniuji Island, Alaska",http://www.geonames.org/5866673
"konkovaya river basin, Russia",http://eol.org/schema/terms/Konkovayariverbasin
konya,http://www.geonames.org/306569
köprü Çayı,http://www.geonames.org/306529
koshun,http://eol.org/schema/terms/Koshun
"krisuvikurberg, Iceland",http://www.geonames.org/3415174
kuilu-Kongo,http://eol.org/schema/terms/Kuilu-Kongo
kujalnitsky Liman,http://www.geonames.org/703500
kuranda,http://www.geonames.org/2160944
kuril Islands,http://www.geonames.org/2131689
kuş Lake,http://www.geonames.org/742026
kusaie Island,http://www.geonames.org/2081155
"kvichak River, Alaska",http://www.geonames.org/5866976
"kwethluk River, Alaska",http://www.geonames.org/5866987
kynurenate enriched soil,http://purl.obolibrary.org/obo/ENVO_00003090
kyushu Island,http://www.geonames.org/1857892
l-(+)-tartrate enriched soil,http://purl.obolibrary.org/obo/ENVO_00003094
"la Pérouse Bay, Manitoba, Canada",http://eol.org/schema/terms/LaPerouseBayManitoba
labrador,http://www.wikidata.org/entity/Q380307
labuan,http://www.geonames.org/1733780
lacustrine beach,http://purl.obolibrary.org/obo/ENVO_00000093
lacustrine mudflat,http://purl.obolibrary.org/obo/ENVO_00000242
lacustrine plain,http://purl.obolibrary.org/obo/ENVO_00000259
lake Balaton,http://www.geonames.org/3055597
lake Baykal,http://www.geonames.org/2026982
lake bottom mud,http://purl.obolibrary.org/obo/ENVO_00005797
lake channel,http://purl.obolibrary.org/obo/ENVO_00000397
lake Chapala,http://www.geonames.org/3977024
lake Eğirdir,http://www.geonames.org/315904
lake Kurilskoe Keuai,http://www.geonames.org/2123976
"lake Myvatn, Iceland",http://www.wikidata.org/entity/Q212051
lake Rennie,http://www.geonames.org/6119478
lake Tovel,http://www.geonames.org/3165346
lake Tuz,http://www.geonames.org/298679
lāna‘i,http://www.geonames.org/5850056
land-tied island,http://purl.obolibrary.org/obo/ENVO_00000269
laplandsky Nature Reserve,http://eol.org/schema/terms/LaplandskyNatureReserve
large river headwater,http://purl.obolibrary.org/obo/ENVO_00000888
larva and pupa,http://eol.org/schema/terms/larvaAndPupa
late adult stage,http://purl.obolibrary.org/obo/UBERON_0007222
late December,http://eol.org/schema/terms/LateDecember
late February,http://eol.org/schema/terms/LateFebruary
late March,http://eol.org/schema/terms/lateMarch
late November,http://eol.org/schema/terms/LateNovember
late October,http://eol.org/schema/terms/LateOctober
latest,http://eol.org/schema/terms/latest
lava,http://purl.obolibrary.org/obo/ENVO_01000231
lawn soil,http://purl.obolibrary.org/obo/ENVO_00005756
le Havre,http://www.geonames.org/3003796
leaves of woody plants,http://eol.org/schema/terms/woodyLeaf
lena-Olenyk,http://eol.org/schema/terms/Lena-Olenyk
lentic waters,http://eol.org/schema/terms/lentic
lesser Sunda Islands,http://www.geonames.org/1624114
levant,http://www.geonames.org/305104
levantine Sea,http://www.geonames.org/11152682
"levels, fens and grazing marshes",http://eol.org/schema/terms/levelsFensGrazingMarshes
lewis County,http://www.geonames.org/5800813
leyte Island,http://www.geonames.org/1706802
liana,http://eol.org/schema/terms/liana
light weight,http://purl.obolibrary.org/obo/PATO_0000583
lillo,http://www.geonames.org/2792359
lincoln County,http://www.geonames.org/5800965
little Nicobar,http://www.geonames.org/1264874
live cave,http://purl.obolibrary.org/obo/ENVO_00000323
lixisol,http://purl.obolibrary.org/obo/ENVO_00002242
llangua River,http://eol.org/schema/terms/LlanguaRiver
lock,http://purl.obolibrary.org/obo/ENVO_00000357
lompobatang,http://www.geonames.org/1637360
lough Currane,http://www.geonames.org/2964907
louisiana Coastal Waters,http://eol.org/schema/terms/louisianaCoastWater
lowland freshwater river,http://eol.org/schema/terms/lowlandFreshwaterRiver
lowland rivers and canals,http://eol.org/schema/terms/lowlandRiversCanals
luiseade Archipellago,http://www.geonames.org/2133000
luwuk,http://www.geonames.org/1637001
luzon,http://www.geonames.org/1704846
lymph,http://purl.obolibrary.org/obo/ENVO_02000041
madeira,http://www.geonames.org/2266877
madenli Aksu Stream,http://eol.org/schema/terms/MadenliAksuStream
madjene,http://www.geonames.org/1636805
madra Creek,http://www.geonames.org/305017
maelstrom,http://purl.obolibrary.org/obo/ENVO_00000442
makarov Basin,http://www.geonames.org/2130834
malampa Province,http://www.geonames.org/2208265
maly Aynov Island,http://eol.org/schema/terms/MalyAynovIsland
manado,http://www.geonames.org/1636544
"manaus, Brazil",http://www.geonames.org/6319328
manavgat River,http://www.geonames.org/304853
manay,http://www.geonames.org/300445
manca,http://eol.org/schema/terms/manca
manchuria,http://eol.org/schema/terms/Manchuria
mancilik Stream,http://www.geonames.org/11024223
manganese-reducing sediment,http://purl.obolibrary.org/obo/ENVO_01000151
mangrove island,http://purl.obolibrary.org/obo/ENVO_00000103
manila,http://www.geonames.org/1701668
manipur,http://www.geonames.org/1263706
manured soil,http://purl.obolibrary.org/obo/ENVO_00005767
marginal ice zone front,http://purl.obolibrary.org/obo/ENVO_01000095
marginal sea,http://purl.obolibrary.org/obo/ENVO_01000046
marinduque,http://www.geonames.org/1700903
marine basaltic hydrothermal vent,http://purl.obolibrary.org/obo/ENVO_01000054
marine benthic feature,http://purl.obolibrary.org/obo/ENVO_01000105
marine benthic storm,http://purl.obolibrary.org/obo/ENVO_01000062
black smoker,http://purl.obolibrary.org/obo/ENVO_01000051
marine channel,http://purl.obolibrary.org/obo/ENVO_00000396
marine chemocline,http://purl.obolibrary.org/obo/ENVO_01000076
cold seep,http://purl.obolibrary.org/obo/ENVO_01000127
coral reef buttress zone,http://purl.obolibrary.org/obo/ENVO_01000148
coral reef deep fore reef,http://purl.obolibrary.org/obo/ENVO_01000149
marine current,http://purl.obolibrary.org/obo/ENVO_01000067
marine downwelling,http://purl.obolibrary.org/obo/ENVO_01000064
marine hydrothermal plume,http://purl.obolibrary.org/obo/ENVO_01000130
marine hydrothermal vent,http://purl.obolibrary.org/obo/ENVO_01000122
marine hydrothermal vent chimney,http://purl.obolibrary.org/obo/ENVO_01000129
marine lysocline,http://purl.obolibrary.org/obo/ENVO_01000079
marine neritic benthic zone,http://purl.obolibrary.org/obo/ENVO_01000025
marine nutricline,http://purl.obolibrary.org/obo/ENVO_01000078
marine oligotrophic desert,http://purl.obolibrary.org/obo/ENVO_01000073
marine oxygen minimum zone,http://purl.obolibrary.org/obo/ENVO_01000065
marine pelagic feature,http://purl.obolibrary.org/obo/ENVO_01000044
marine pockmark,http://purl.obolibrary.org/obo/ENVO_01000160
marine pycnocline,http://purl.obolibrary.org/obo/ENVO_01000077
marine reef,http://purl.obolibrary.org/obo/ENVO_01000143
marine sludge,http://purl.obolibrary.org/obo/ENVO_00005796
marine sponge reef,http://purl.obolibrary.org/obo/ENVO_01000161
marine streamer,http://purl.obolibrary.org/obo/ENVO_01000068
marine subtidal rocky reef,http://purl.obolibrary.org/obo/ENVO_01000150
marine surface current,http://purl.obolibrary.org/obo/ENVO_01000099
marine Taylor column,http://purl.obolibrary.org/obo/ENVO_01000072
marine thermocline,http://purl.obolibrary.org/obo/ENVO_01000075
ultramafic hydrothermal vent,http://purl.obolibrary.org/obo/ENVO_01000053
marine water body,http://purl.obolibrary.org/obo/ENVO_00001999
white smoker,http://purl.obolibrary.org/obo/ENVO_01000052
marine wind mixed layer,http://purl.obolibrary.org/obo/ENVO_01000061
marolambo,http://www.geonames.org/1060007
mascarenes,http://www.geonames.org/1084889
mason County,http://www.geonames.org/5802584
masterton,http://www.geonames.org/2206890
maudlandia Antarctic desert,http://eol.org/schema/terms/Maudlandia_Antarctic_desert
maui,http://www.geonames.org/5850862
"mcLees Lake, Alaska",http://www.geonames.org/5868599
medial moraine,http://purl.obolibrary.org/obo/ENVO_00000250
"mediterranean Forests, Woodlands, and Scrub",http://eol.org/schema/terms/Mediterranean_Forests_Woodlands_and_Scrub
mediterranean Islands,http://eol.org/schema/terms/MediterraneanIslands
mediterranean savanna,http://purl.obolibrary.org/obo/ENVO_01000229
megalopa stage,http://purl.obolibrary.org/obo/UBERON_0014859
melendiz River,http://www.geonames.org/304655
mentawai Islands,http://www.geonames.org/1214515
mergui,http://www.geonames.org/6301058
merzimen Stream,http://eol.org/schema/terms/MerzimenStream
mesophilic sediment,http://purl.obolibrary.org/obo/ENVO_01000131
mesophilic sulfur spring,http://purl.obolibrary.org/obo/ENVO_00002128
mesoscale marine eddy,http://purl.obolibrary.org/obo/ENVO_01000069
metal contaminated soil,http://purl.obolibrary.org/obo/ENVO_00003081
metalimnion,http://purl.obolibrary.org/obo/ENVO_00002132
metamorphic,http://eol.org/schema/terms/metamorphic
metamorphic and metamorphosed,http://eol.org/schema/terms/metamorphicAndMetamorphosed
microbial feature,http://purl.obolibrary.org/obo/ENVO_01000007
microbial mat material,http://purl.obolibrary.org/obo/ENVO_01000157
mid December,http://eol.org/schema/terms/midDecember
mid March,http://eol.org/schema/terms/midMarch
mid-shelf fronts,http://purl.obolibrary.org/obo/ENVO_01000088
midway,http://www.geonames.org/5854942
migratory,http://www.owl-ontologies.com/unnamed.owl#Migratory
military training area,http://purl.obolibrary.org/obo/ENVO_00000561
misantla,http://www.geonames.org/8583754
misool Island,http://www.geonames.org/1621136
mL/l,http://purl.obolibrary.org/obo/UO_0000207
mm^3,http://eol.org/schema/terms/cubicMillimeter
moatan,http://purl.obolibrary.org/obo/ENVO_00000536
molokai,http://www.geonames.org/6619302
monchegorsk,http://www.geonames.org/525404
monogenetic volcanic field,http://purl.obolibrary.org/obo/ENVO_00000355
montane grassland and shrubland,http://purl.obolibrary.org/obo/ENVO_00000882
morotai Island,http://www.geonames.org/1634987
morris Jesup Rise,http://www.geonames.org/3163695
"mortensens Creek, Alaska",http://eol.org/schema/terms/MortensensCreek
mortimer Common,http://www.geonames.org/2642172
motovskoy Bay,http://eol.org/schema/terms/MotovskoyBay
mountain forest soil,http://purl.obolibrary.org/obo/ENVO_00005769
mountain spur,http://purl.obolibrary.org/obo/ENVO_00000390
mouth,http://purl.obolibrary.org/obo/ENVO_00000479
muğla,http://www.geonames.org/304183
murat River,http://eol.org/schema/terms/MuratRiver
murmanski,http://www.geonames.org/524305
murrumbidgee Rivers,http://eol.org/schema/terms/Murrumbidgee_Rivers
mycetome,http://purl.obolibrary.org/obo/ENVO_01000166
nagano Prefecture,http://www.geonames.org/1856210
"naknek, Alaska",http://www.wikidata.org/entity/Q751433
"nanvak Island, Alaska",http://eol.org/schema/terms/NanvakIsland
natal,http://www.geonames.org/6320189
national nature reserve,http://purl.obolibrary.org/obo/ENVO_00000366
national wildlife refuge,http://purl.obolibrary.org/obo/ENVO_00000364
near East,http://eol.org/schema/terms/NearEast
nebraska Sandhills prairie,http://eol.org/schema/terms/Nebraska_Sandhills_prairie
negros,http://www.geonames.org/1697809
"nenetski, Russian Federation",http://eol.org/schema/terms/Nenetski
neonatal,http://purl.obolibrary.org/obo/PATO_0002206
neritic epipelagic zone,http://purl.obolibrary.org/obo/ENVO_01000042
