t.name,t.uri
south-central US Oak woodland-shrubland-grassland mosaic,http://eol.org/schema/terms/South_central_US_oak_woodland_shrubland_grassland_mosaic
south-central US Oak-hickory savanna,http://eol.org/schema/terms/South-central_US_Woodland/Oak-hickory_savanna
south-central US Oak-hickory savanna (East Texas),http://eol.org/schema/terms/Oak_hickory_savanna_--East_Texas--
south-central US Pine bluestem,http://eol.org/schema/terms/South-central_US_Woodland/Pine_bluestem
south-central US Pine/bluestem,http://eol.org/schema/terms/South_central_US_pine/bluestem
south-central US Shinnery oak-mixed grass,http://eol.org/schema/terms/South_central_US_shinnery_oak_mixed_grass
south-central US Shinnery oak-tallgrass,http://eol.org/schema/terms/South_central_US_shinnery_oak_tallgrass
south-central US Shrubland,http://eol.org/schema/terms/South_central_US_south_central_US_Shrubland
south-central US Southern floodplain,http://eol.org/schema/terms/South_central_US_southern_floodplain
south-central US Southern floodplain (rare fire),http://eol.org/schema/terms/South_central_US_southern_floodplain_--rare_fire--
south-central US Southern shortgrass or mixed-grass prairie,http://eol.org/schema/terms/South_central_US_southern_shortgrass_or_mixed_grass_prairie
south-central US Southern tallgrass prairie,http://eol.org/schema/terms/South_central_US_southern_tallgrass_prairie
south-central US Southwestern shrub steppe,http://eol.org/schema/terms/South_central_US_southwestern_shrub_steppe
south-central US Woodland,http://eol.org/schema/terms/South_central_US_Woodland
southcentral Europe,http://eol.org/schema/terms/SouthcentralEurope
southeast Coastal Plain pine-oak-hickory,http://eol.org/schema/terms/Southeast_coastal_Plain_pine_oak_hickory
southeast Floodplain marsh,http://eol.org/schema/terms/Southeast_floodplain_marsh
southeast Forested,http://eol.org/schema/terms/Southeast_Forested
southeast Grassland,http://eol.org/schema/terms/Southeast_Grassland
southeast Gulf Coastal Plain Blackland prairie and woodland,http://eol.org/schema/terms/Southeast_Gulf_Coastal_Plain_Blackland_prairie_and_woodland
southeast Loess bluff and plain forest,http://eol.org/schema/terms/Southeast_Loess_bluff_and_plain_forest
southeast Longleaf pine (mesic uplands),http://eol.org/schema/terms/Southeast_longleaf_pine_--mesic_uplands--
southeast Longleaf pine-Sandhills prairie,http://eol.org/schema/terms/Southeast_longleaf_pine_Sandhills_prairie
southeast Longleaf pine/bluestem,http://eol.org/schema/terms/Southeast_longleaf_pine/bluestem
southeast Maritime forest,http://eol.org/schema/terms/Southeast_maritime_forest
southeast Mesic-dry flatwoods,http://eol.org/schema/terms/Southeast_mesic_dry_flatwoods
southeast Palmetto prairie,http://eol.org/schema/terms/Southeast_palmetto_prairie
southeast Pine rocklands,http://eol.org/schema/terms/Southeast_pine_rocklands
southeast Pocosin,http://eol.org/schema/terms/Southeast_pocosin
southeast Pond cypress savanna,http://eol.org/schema/terms/Southeast_Grassland/Pond_cypress_savanna
southeast Pond pine,http://eol.org/schema/terms/Southeast_pond_pine
southeast Pondcypress savanna,http://eol.org/schema/terms/Southeast_pondcypress_savanna
southeast Sand pine scrub,http://eol.org/schema/terms/Southeast_sand_pine_scrub
southeast Shrubland,http://eol.org/schema/terms/Southeast_Shrubland
southeast Southern floodplain,http://eol.org/schema/terms/southern_floodplain
southeast Southern tidal brackish to freshwater marsh,http://eol.org/schema/terms/Southeast_southern_tidal_brackish_to_freshwater_marsh
southeast Woodland,http://eol.org/schema/terms/Southeast_Woodland
southeastern red spruce-Fraser fir,http://eol.org/schema/terms/Southeastern_red_spruce_Fraser_fir
southern Appalachian high-elevation forest,http://eol.org/schema/terms/Southern_Appalachian_high_elevation_forest
southern Appalachians Alpine meadows barrens,http://eol.org/schema/terms/California_Grassland/Alpine_meadows_barrens
southern Appalachians Appalachian shortleaf pine,http://eol.org/schema/terms/Southern_Appalachians_shortleaf_pine
southern Appalachians Bluestem-oak barrens,http://eol.org/schema/terms/Southern_Appalachians_bluestem_oak_barrens
southern Appalachians Bottomland hardwood forest,http://eol.org/schema/terms/Southern_Appalachians_bottomland_hardwood_forest
southern Appalachians Eastern hemlock-eastern white pine-hardwood,http://eol.org/schema/terms/Southern_Appalachians_eastern_hemlock_eastern_white_pine_hardwood
southern Appalachians Eastern prairie-woodland mosaic,http://eol.org/schema/terms/Southern_Appalachians_eastern_prairie_woodland_mosaic
southern Appalachians Eastern white pine-northern hardwood,http://eol.org/schema/terms/Southern_Appalachians_eastern_white_pine_northern_hardwood
southern Appalachians Forested,http://eol.org/schema/terms/Southern_Appalachians_Forested
southern Appalachians Grassland,http://eol.org/schema/terms/Southern_Appalachians_Grassland
southern Appalachians Mixed mesophytic hardwood,http://eol.org/schema/terms/Southern_Appalachians_mixed_mesophytic_hardwood
southern Appalachians Mixed-mesophytic hardwood,http://eol.org/schema/terms/Southern_Appalachians_Forested/Mixed-mesophytic_hardwood
southern Appalachians Oak (eastern dry-xeric),http://eol.org/schema/terms/Southern_Appalachians_oak_--eastern_dry_xeric--
southern Appalachians oak forest (dry-mesic),http://eol.org/schema/terms/Southern_Appalachians_oak_forest_--dry_mesic--
southern Appalachians Oak-ash woodland,http://eol.org/schema/terms/Southern_Appalachians_oak_ash_woodland
southern Appalachians oak-hickory-pine,http://eol.org/schema/terms/Southern_Appalachians_oak_hickory_pine
southern Appalachians Table Mountain pine-pitch pine,http://eol.org/schema/terms/Southern_Appalachians_Table_Mountain_pine_pitch_pine
southern Appalachians Table Mountain-pitch pine,http://eol.org/schema/terms/Southern_Appalachians_Woodland/Table_Mountain-pitch_pine
southern Appalachians Virginia pine,http://eol.org/schema/terms/Southern_Appalachians_Virginia_pine
southern Appalachians Woodland,http://eol.org/schema/terms/Southern_Appalachians_Woodland
southwest Aspen with spruce-fir,http://eol.org/schema/terms/Southwest_aspen_with_spruce_fir
"southwest Aspen, stable without conifers",http://eol.org/schema/terms/Southwest_aspen_stable_without_conifers
southwest Bristlecone-limber pine,http://eol.org/schema/terms/Southwest_Bristlecone_limber_pine
southwest Desert grassland,http://eol.org/schema/terms/Southwest_desert_grassland
southwest Desert grassland with shrubs and trees,http://eol.org/schema/terms/Southwest_desert_grassland_with_shrubs_and_trees
southwest Desert shrubland without grass,http://eol.org/schema/terms/Southwest_desert_shrubland_without_grass
southwest Forested,http://eol.org/schema/terms/Southwest_Forested
southwest Gambel oak,http://eol.org/schema/terms/Southwest_gambel_oak
southwest Grassland,http://eol.org/schema/terms/Southwest_Grassland
southwest Low sagebrush shrubland,http://eol.org/schema/terms/Southwest_low_sagebrush_shrubland
southwest Madrean oak-conifer woodland,http://eol.org/schema/terms/Southwest_madrean_oak_conifer_woodland
southwest Mesquite bosques,http://eol.org/schema/terms/Southwest_mesquite_bosques
southwest Montane and subalpine grasslands,http://eol.org/schema/terms/Southwest_montane_and_subalpine_grasslands
southwest Montane and subalpine grasslands with shrubs or trees,http://eol.org/schema/terms/Southwest_montane_and_subalpine_grasslands_with_shrubs_or_trees
southwest Mountain sagebrush (cool sage),http://eol.org/schema/terms/Southwest_Shrubland/Mountain_sagebrush_--cool_sage--
southwest Mountain sagebrush (cool sagebrush),http://eol.org/schema/terms/Southwest_mountain_sagebrush_--cool_sagebrush--
southwest Mountain-mahogany shrubland,http://eol.org/schema/terms/Southwest_mountain_mahogany_shrubland
southwest Pacifica,http://eol.org/schema/terms/SouthwestPacifica
southwest Pinyon-juniper (mixed fire regime),http://eol.org/schema/terms/Southwest_pinyon_juniper_--mixed_fire_regime--
southwest Pinyon-juniper (rare replacement fire regime),http://eol.org/schema/terms/Southwest_pinyon_juniper_--rare_replacement_fire_regime--
southwest Plains mesa grassland,http://eol.org/schema/terms/Southwest_plains_mesa_grassland
southwest Plains mesa grassland with shrubs or trees,http://eol.org/schema/terms/Southwest_plains_mesa_grassland_with_shrubs_or_trees
southwest Ponderosa pine/grassland,http://eol.org/schema/terms/Southwest_Ponderosa_pine/grassland
southwest Riparian deciduous woodland,http://eol.org/schema/terms/Southwest_riparian_deciduous_woodland
southwest Riparian forest with conifers,http://eol.org/schema/terms/Southwest_riparian_forest_with_conifers
southwest Salt desert scrubland,http://eol.org/schema/terms/Southwest_salt_desert_scrubland
southwest Shortgrass prairie,http://eol.org/schema/terms/Southwest_shortgrass_prairie
southwest Shortgrass prairie with shrubs,http://eol.org/schema/terms/Southwest_shortgrass_prairie_with_shrubs
southwest Shortgrass prairie with trees,http://eol.org/schema/terms/Southwest_shortgrass_prairie_with_trees
southwest Shrubland,http://eol.org/schema/terms/Southwest_Shrubland
southwest Spruce-fir,http://eol.org/schema/terms/Southwest_spruce_fir
southwest Stable aspen without conifers,http://eol.org/schema/terms/Southwest_Forested/Stable_aspen_without_conifers
southwest Woodland,http://eol.org/schema/terms/Southwest_Woodland
southwestern shrub steppe,http://eol.org/schema/terms/Southwestern_shrub_steppe
southwestern shrub steppe with trees,http://eol.org/schema/terms/Southwestern_shrub_steppe_with_trees
"sør-Varanger, Finnmark",http://www.geonames.org/777554
spatter cone,http://purl.obolibrary.org/obo/ENVO_00000401
spit,http://purl.obolibrary.org/obo/ENVO_00000306
spokane County,http://www.geonames.org/5811704
spruce forest soil,http://purl.obolibrary.org/obo/ENVO_00005784
"st Lawrence River, Quebec",http://www.geonames.org/6156984
"st. George Island, Alaska",http://www.wikidata.org/entity/Q1672851
st. Helier,http://www.geonames.org/3042091
st. Johanna Island,http://eol.org/schema/terms/SaintJohannaIsland
st. Lawrence Island,http://www.wikidata.org/entity/Q638407
"st. Paul Island, Alaska",http://www.geonames.org/8643336
st. Peter and St. Paul rocks,http://eol.org/schema/terms/St._Peter_and_St._Paul_rocks
st. Thomas,http://eol.org/schema/terms/SaintThomas
st. Thome,http://eol.org/schema/terms/SaintThome
stable manure,http://purl.obolibrary.org/obo/ENVO_00003927
stagnosol,http://purl.obolibrary.org/obo/ENVO_00002274
gujarat,http://www.geonames.org/1270770
nagaland,http://www.geonames.org/1262271
odisha,http://www.geonames.org/1261029
rajasthan,http://www.geonames.org/1258899
tamil Nadu,http://www.geonames.org/1255053
stevens County,http://www.geonames.org/5812148
stillborn,http://eol.org/schema/terms/stillborn
stony meteorite,http://purl.obolibrary.org/obo/ENVO_00002049
stony-iron meteorite,http://purl.obolibrary.org/obo/ENVO_00002051
storfjorden,http://www.wikidata.org/entity/Q2097444
strand crack,http://purl.obolibrary.org/obo/ENVO_00009726
"strandasýsla, Iceland",http://www.wikidata.org/entity/Q1206841
stratfield Mortimer,http://www.geonames.org/7294187
stratovolcano,http://purl.obolibrary.org/obo/ENVO_00000404
straw,http://purl.obolibrary.org/obo/ENVO_00003869
streams and upland rivers,http://eol.org/schema/terms/streamsUplandRivers
stromatolite mat,http://purl.obolibrary.org/obo/ENVO_00002157
subglacial lake,http://purl.obolibrary.org/obo/ENVO_00000198
subglacial volcano,http://purl.obolibrary.org/obo/ENVO_00000407
subjacent karst,http://purl.obolibrary.org/obo/ENVO_00000333
subpolar coniferous forest,http://purl.obolibrary.org/obo/ENVO_01000250
subsequent stream,http://purl.obolibrary.org/obo/ENVO_00000491
subtropical and temperate rainforests or woodlands,http://purl.obolibrary.org/obo/ENVO_00002991
subtropical convergence front,http://purl.obolibrary.org/obo/ENVO_01000094
sula Island,http://www.geonames.org/10276516
sulphate-reducing sediment,http://purl.obolibrary.org/obo/ENVO_01000153
sultan Swamp,http://www.geonames.org/300180
sulu,http://eol.org/schema/terms/Sulu
sumba,http://www.geonames.org/2056940
sumbawa,http://www.geonames.org/1626187
sunda,http://www.geonames.org/1742893
surface convergence,http://purl.obolibrary.org/obo/ENVO_01000097
surface water,http://purl.obolibrary.org/obo/ENVO_00002042
svalbard,http://www.wikidata.org/entity/Q25231
sweat,http://purl.obolibrary.org/obo/ENVO_02000025
sydney,http://www.geonames.org/2147714
"syltefjord, Norway",http://www.wikidata.org/entity/Q323614
syltefjordstauran,http://www.geonames.org/9245460
syngenetic karst,http://purl.obolibrary.org/obo/ENVO_00000334
synovial fluid,http://purl.obolibrary.org/obo/ENVO_02000039
tafea Province,http://www.geonames.org/2134739
tahiti,http://www.geonames.org/4033649
tahtalı River,http://www.geonames.org/9985649
tainan,http://www.geonames.org/1668352
talaud Island,http://www.geonames.org/1625441
tama Abu range,http://www.geonames.org/1737792
tami Island,http://www.geonames.org/2085873
taminabuan,http://eol.org/schema/terms/Taminabuan
"tanaga Island, Alaska",http://www.wikidata.org/entity/Q1772570
tanganyika,http://www.wikidata.org/entity/Q158725
tanimbar Island,http://www.geonames.org/1642113
tap water,http://eol.org/schema/terms/tapWater
taymyr Peninsula,http://www.wikidata.org/entity/Q37056
tears,http://purl.obolibrary.org/obo/ENVO_02000034
technosol,http://purl.obolibrary.org/obo/ENVO_00002275
tekir stream,http://www.geonames.org/10632523
temperate broad-leaf forests or woodlands and subpolar deciduous thickets,http://purl.obolibrary.org/obo/ENVO_00002989
temperate broadleaf and mixed forest,http://purl.obolibrary.org/obo/ENVO_00000876
temperate coniferous forest,http://purl.obolibrary.org/obo/ENVO_00000875
temperate needle-leaf forests or woodlands,http://purl.obolibrary.org/obo/ENVO_00002992
temperate shelf and sea,http://purl.obolibrary.org/obo/ENVO_00000895
temperate upwelling,http://purl.obolibrary.org/obo/ENVO_00000896
teno River,http://www.wikidata.org/entity/Q3646270
terracette,http://purl.obolibrary.org/obo/ENVO_00000441
terrarium,http://purl.obolibrary.org/obo/ENVO_00000349
territorial,http://eol.org/schema/terms/Territorial
texas Coastal Waters,http://eol.org/schema/terms/texasCoastWater
thelon Lake,http://eol.org/schema/terms/ThelonLake
thermophilic granular sludge,http://purl.obolibrary.org/obo/ENVO_00002212
thermophilic sediment,http://purl.obolibrary.org/obo/ENVO_01000132
threonine enriched soil,http://purl.obolibrary.org/obo/ENVO_00003091
thursday Island,http://www.geonames.org/2146681
thurston County,http://www.geonames.org/5813521
tidal mixing front,http://purl.obolibrary.org/obo/ENVO_01000087
tidal mudflat,http://purl.obolibrary.org/obo/ENVO_00000241
tigris,http://www.geonames.org/96998
till plan,http://purl.obolibrary.org/obo/ENVO_00000254
timor,http://www.geonames.org/1623843
tjandikusuma,http://eol.org/schema/terms/Tjandikusuma
tombolo,http://purl.obolibrary.org/obo/ENVO_00000420
tonkin,http://www.geonames.org/1290660
topographic upwelling front,http://purl.obolibrary.org/obo/ENVO_01000091
tozman Stream,http://www.geonames.org/738649
trang,http://www.geonames.org/1150006
transbaikalia,http://www.geonames.org/2012777
transcaucasica,http://www.geonames.org/465524
transvasement,http://purl.obolibrary.org/obo/ENVO_00000445
tree,http://eol.org/schema/terms/tree
tree hole,http://eol.org/schema/terms/treeHole
trimethylamine enriched soil,http://purl.obolibrary.org/obo/ENVO_00003084
trophosome,http://purl.obolibrary.org/obo/ENVO_01000165
tropical and subtropical dry broadleaf forest,http://purl.obolibrary.org/obo/ENVO_00000880
"tropical and subtropical grassland, savanna, and shrubland",http://purl.obolibrary.org/obo/ENVO_00000881
tropical coral reef,http://purl.obolibrary.org/obo/ENVO_00000898
tropical upwelling,http://purl.obolibrary.org/obo/ENVO_00000897
tuamotus,http://www.geonames.org/4033263
"tugidak Island, Alaska",http://www.wikidata.org/entity/Q4000269
tuktoyaktuk Harbour,http://www.geonames.org/6170032
tuktoyaktuk Peninsula,http://www.wikidata.org/entity/Q22540861
"tuluksak River, Alaska",http://www.geonames.org/5876776
tundra,http://eol.org/schema/terms/tundra
tundra,http://purl.obolibrary.org/obo/ENVO_00000112
tundra mire,http://purl.obolibrary.org/obo/ENVO_00000187
tunnel valley,http://purl.obolibrary.org/obo/ENVO_00000436
turkestan,http://www.wikidata.org/entity/Q1315785
twining,http://eol.org/schema/terms/twining
"ugashik River, Alaska",http://www.geonames.org/5877101
ultramafic lava,http://purl.obolibrary.org/obo/ENVO_01000235
underground irrigation canal,http://purl.obolibrary.org/obo/ENVO_00000505
underground physiographic feature,http://purl.obolibrary.org/obo/ENVO_00002184
ungava Peninsula,http://www.wikidata.org/entity/Q84127
upland forest,http://eol.org/schema/terms/uplandForest
upland prairie,http://eol.org/schema/terms/uplandPrairie
ural,http://www.wikidata.org/entity/Q1322976
urban,http://purl.obolibrary.org/obo/ENVO_01000249
urea enriched soil,http://purl.obolibrary.org/obo/ENVO_00005753
urine,http://purl.obolibrary.org/obo/ENVO_00002047
ussuriysk,http://www.geonames.org/2014006
"utherad, East Iceland",http://eol.org/schema/terms/Utherad
"utka River, Kamchatka",http://eol.org/schema/terms/UtkaRiver
vadoze zone,http://purl.obolibrary.org/obo/ENVO_00000328
"valdakmyra, Norway",http://eol.org/schema/terms/ValdakmyraNorway
van Lake Basin,http://www.geonames.org/298114
varanasi,http://www.geonames.org/1253405
vegetable garden soil,http://purl.obolibrary.org/obo/ENVO_00005779
vertically mixed estuary,http://purl.obolibrary.org/obo/ENVO_00000227
very light,http://purl.bioontology.org/ontology/SNOMEDCT/260361001
"vestmannaeyjar, Iceland",http://www.wikidata.org/entity/Q187251
vienna,http://www.geonames.org/2761369
vilkitski Bay,http://eol.org/schema/terms/VilkitskiBay
village biome,http://purl.obolibrary.org/obo/ENVO_01000246
vine,http://eol.org/schema/terms/vine
visible gonads,http://eol.org/schema/terms/visibleGonads
vitreous humor,http://purl.obolibrary.org/obo/ENVO_02000032
volcanic dike,http://purl.obolibrary.org/obo/ENVO_00000498
volcanic fissure,http://purl.obolibrary.org/obo/ENVO_00000408
wadi mouth,http://purl.obolibrary.org/obo/ENVO_00000507
wahkiakum County,http://www.geonames.org/5814851
waigiou,http://eol.org/schema/terms/Waigiou
"walker Bay, Nunavut, Canada",http://www.geonames.org/6175262
walla Walla County,http://www.geonames.org/5814921
warehouse,http://purl.obolibrary.org/obo/ENVO_00003963
warm seep,http://purl.obolibrary.org/obo/ENVO_00002926
warm surface current,http://purl.obolibrary.org/obo/ENVO_01000101
water,http://purl.obolibrary.org/obo/ENVO_00002006
water mass front,http://purl.obolibrary.org/obo/ENVO_01000096
water scum,http://purl.obolibrary.org/obo/ENVO_00005794
wauseon,http://www.geonames.org/5175877
west Gulf Coastal Plain pine (uplands + flatwoods),http://eol.org/schema/terms/West_Gulf_Coastal_Plain_pine_--uplands_+_flatwoods--
west Gulf Coastal plain pine (uplands and flatwoods),http://eol.org/schema/terms/South-central_US_Forested/West_Gulf_Coastal_plain_pine_--uplands_and_flatwoods--
west Gulf Coastal Plain pine-hardwood woodland or forest upland,http://eol.org/schema/terms/West_Gulf_Coastal_Plain_pine_hardwood_woodland_or_forest_upland
west Micronesia,http://eol.org/schema/terms/WestMicronesia
west Pacific Islands,http://eol.org/schema/terms/WestPacificIslands
west Palaearctic,http://eol.org/schema/terms/WestPalaearctic
western boundary current,http://purl.obolibrary.org/obo/ENVO_01000103
western Hemisphere,http://www.wikidata.org/entity/Q181982
west Siberia,http://www.wikidata.org/entity/Q1191358
wet meadow,http://eol.org/schema/terms/wetMeadow
white Sea,http://www.geonames.org/577742
whitman County,http://www.geonames.org/5815891
"wilmot Island, Nunavut, Canada",http://www.wikidata.org/entity/Q8022830
wing dam,http://purl.obolibrary.org/obo/ENVO_00000556
wokingham,http://www.geonames.org/2633708
wooded slope,http://eol.org/schema/terms/woodedSlope
woodland border,http://eol.org/schema/terms/woodlandBorder
woody,http://eol.org/schema/terms/woodyPlant
world heritage site,http://purl.obolibrary.org/obo/ENVO_00000375
wyoming big sagebrush semidesert,http://eol.org/schema/terms/Wyoming_big_sagebrush_semidesert
wyoming big sagebrush semidesert with trees,http://eol.org/schema/terms/Wyoming_big_sagebrush_semidesert_with_trees
wyoming big sagebrush steppe,http://eol.org/schema/terms/Wyoming_big_sagebrush_steppe
xeric basin,http://purl.obolibrary.org/obo/ENVO_00000893
xylene contaminated soil,http://purl.obolibrary.org/obo/ENVO_00002146
yakima County,http://www.geonames.org/5816597
yellow Sea,http://www.geonames.org/1818183
young,http://purl.obolibrary.org/obo/PATO_0000309
young adult,http://eol.org/schema/terms/youngAdult
yukon North Slope,http://eol.org/schema/terms/YukonNorthSlope
yunnan,http://www.geonames.org/1785694
"zackerbergdalen, Northeast Greenland",http://eol.org/schema/terms/ZackerbergdalenNortheastGreenland
apex predator,http://www.wikidata.org/entity/Q19067
atlantic Ocean,http://www.marineregions.org/gazetteer.php?p=details&id=1902
deep infaunal,http://eol.org/schema/terms/deepInfaunal
mediterranean Sea,http://www.marineregions.org/gazetteer.php?p=details&id=1905
decomposer,http://www.wikidata.org/entity/Q842391
indo-Pacific Ocean,http://www.marineregions.org/gazetteer.php?p=details&id=14289
leaf miner,http://www.wikidata.org/entity/Q1544843
pacific Ocean,http://www.marineregions.org/gazetteer.php?p=details&id=1903
photoautotroph,http://eol.org/schema/terms/photoautotroph
ophiophagy,http://www.wikidata.org/entity/Q2746753
parasitic plant,http://www.wikidata.org/entity/Q127498
south China and Eastern Archipelagic Seas,http://www.marineregions.org/gazetteer.php?p=details&id=4331
colonial,http://eol.org/schema/terms/Colonial
appendage,http://purl.obolibrary.org/obo/UBERON_0000026
integument,http://purl.obolibrary.org/obo/UBERON_0002199
ivory Coast,http://www.wikidata.org/entity/Q1008
federated States of Micronesia,http://www.wikidata.org/entity/Q702
thailand,http://www.wikidata.org/entity/Q869
timor l'Est,http://www.wikidata.org/entity/Q574
united States of America,http://www.wikidata.org/entity/Q30
ecuador,http://www.wikidata.org/entity/Q736
myanmar,http://www.wikidata.org/entity/Q836
netherlands Antilles,http://www.wikidata.org/entity/Q25227
saint Lucia,http://www.wikidata.org/entity/Q760
chukchi Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4257
coral Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4364
alboran Sea,http://www.marineregions.org/gazetteer.php?p=details&id=3324
arabian Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4268
arctic Ocean,http://www.marineregions.org/gazetteer.php?p=details&id=1906
baffin Bay,http://www.marineregions.org/gazetteer.php?p=details&id=4253
balearic Sea,http://www.marineregions.org/gazetteer.php?p=details&id=3322
banda Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4349
bass Strait,http://www.marineregions.org/gazetteer.php?p=details&id=4366
bay of Fundy,http://www.marineregions.org/gazetteer.php?p=details&id=4289
aldabra,http://www.geonames.org/11791455
andaman Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4274
arafura Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4347
bali Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4340
barents Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4247
bay of Bengal,http://www.marineregions.org/gazetteer.php?p=details&id=4273
bay of Biscay,http://www.marineregions.org/gazetteer.php?p=details&id=2359
beaufort Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4256
bering Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4310
bismarck Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4360
black Sea,http://www.marineregions.org/gazetteer.php?p=details&id=3319
bristol Channel,http://www.marineregions.org/gazetteer.php?p=details&id=3141
caribbean Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4287
celebes Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4359
chilean Sea,http://www.wikidata.org/entity/Q1251080
bouvet,http://www.geonames.org/3371122
cabinda,http://www.geonames.org/2243266
celtic Sea,http://www.marineregions.org/gazetteer.php?p=details&id=2351
davis Strait,http://www.marineregions.org/gazetteer.php?p=details&id=4250
east Siberian Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4244
easter Island,http://www.geonames.org/4030726
falkland Isl,http://www.geonames.org/3427040
flores Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4341
greenland Sea,http://www.marineregions.org/gazetteer.php?p=details&id=2356
gulf of Aden,http://www.marineregions.org/gazetteer.php?p=details&id=4265
gulf of Boni,http://www.marineregions.org/gazetteer.php?p=details&id=4350
gulf of California,http://www.marineregions.org/gazetteer.php?p=details&id=4314
gulf of Mexico,http://www.marineregions.org/gazetteer.php?p=details&id=4288
east Aegean Isl,http://www.geonames.org/256376
eastern China Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4302
english Channel,http://www.marineregions.org/gazetteer.php?p=details&id=2389
faeroe Isl.,http://www.geonames.org/2622009
Îles Tuamotu-Gambier,http://www.geonames.org/4030621
great Australian Bight,http://www.marineregions.org/gazetteer.php?p=details&id=4276
gulf of Alaska,http://www.marineregions.org/gazetteer.php?p=details&id=4312
gulf of Aqaba,http://www.marineregions.org/gazetteer.php?p=details&id=4263
gulf of Bothnia,http://www.marineregions.org/gazetteer.php?p=details&id=2402
gulf of Finland,http://www.marineregions.org/gazetteer.php?p=details&id=2407
gulf of Guinea,http://www.marineregions.org/gazetteer.php?p=details&id=4286
gulf of Oman,http://www.marineregions.org/gazetteer.php?p=details&id=4267
gulf of St Lawrence,http://www.marineregions.org/gazetteer.php?p=details&id=4290
gulf of Tomini,http://www.marineregions.org/gazetteer.php?p=details&id=4355
halmahera Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4353
herschel Island,https://www.wikidata.org/entity/Q1547493
inner Seas off the West Coast of Scotland,http://www.marineregions.org/gazetteer.php?p=details&id=4283
ionian Sea,http://www.marineregions.org/gazetteer.php?p=details&id=3351
java Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4338
kriti,http://www.geonames.org/258763
gulf of Riga,http://www.marineregions.org/gazetteer.php?p=details&id=2409
gulf of Suez,http://www.marineregions.org/gazetteer.php?p=details&id=4262
gulf of Thailand,http://www.marineregions.org/gazetteer.php?p=details&id=4334
hudson Bay,http://www.marineregions.org/gazetteer.php?p=details&id=4252
hudson Strait,http://www.marineregions.org/gazetteer.php?p=details&id=4251
indian Ocean,http://www.marineregions.org/gazetteer.php?p=details&id=1904
irish Sea,http://www.marineregions.org/gazetteer.php?p=details&id=2357
kara Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4246
kattegat,http://www.marineregions.org/gazetteer.php?p=details&id=2374
labrador Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4291
laccadive Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4269
laptev Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4245
lincoln Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4254
malacca Strait,http://www.marineregions.org/gazetteer.php?p=details&id=4275
marion-Prince Edward Isl,http://www.geonames.org/9281111
mozambique Channel Isl,http://www.geonames.org/6690916
north Atlantic,http://www.marineregions.org/gazetteer.php?p=details&id=1912
north Sea,http://www.marineregions.org/gazetteer.php?p=details&id=2350
ligurian Sea,http://www.marineregions.org/gazetteer.php?p=details&id=3363
lord Howe Island,http://www.geonames.org/2159558
makassar Strait,http://www.marineregions.org/gazetteer.php?p=details&id=4339
marcus Island,http://www.geonames.org/2111921
melilla,http://www.geonames.org/2513947
midway Islands,http://www.geonames.org/5854943
mozambique Channel,http://www.marineregions.org/gazetteer.php?p=details&id=4261
north Pacific,http://www.marineregions.org/gazetteer.php?p=details&id=1908
northwestern Passages,http://www.marineregions.org/gazetteer.php?p=details&id=5698
norwegian Sea,http://www.marineregions.org/gazetteer.php?p=details&id=2353
ogasawara-shoto,http://www.geonames.org/2111520
pagalu (Annobon),http://www.geonames.org/2310306
philippine Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4300
principe,http://www.geonames.org/2410878
republic of Georgia,http://www.geonames.org/614427
rio de la Plata,http://www.marineregions.org/gazetteer.php?p=details&id=4325
santa Cruz Islands,http://www.geonames.org/2178509
savu Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4343
sea of Azov,http://www.marineregions.org/gazetteer.php?p=details&id=3320
persian Gulf,http://www.marineregions.org/gazetteer.php?p=details&id=4266
phoenix Isl,http://www.geonames.org/4030911
red Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4264
sea of Japan,http://www.marineregions.org/gazetteer.php?p=details&id=4307
sea of Okhostk,http://www.marineregions.org/gazetteer.php?p=details&id=4309
selvagens,http://www.geonames.org/2263082
